,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,Expected Price ($1k),Year
34142,0,1,32,0,3,36.6,2021
34146,1,1,239,0,38,25.0,2019
34164,0,2,20,0,13,21.0,2017
34167,0,2,16,0,49,39.0,2018
34191,0,2,26,0,21,24.0,2020
34229,1,0,0,0,44,98.4,2021
34231,0,2,19,0,34,20.0,2013
34234,1,0,0,0,13,96.0,2022
34237,0,2,16,53400,23,41.0,2019
34238,1,1,266,0,12,50.0,2020
34253,0,2,10,0,26,34.5,2019
34274,1,1,87,0,10,36.0,2017
34283,1,1,87,0,46,8.9,2014
34309,1,1,289,0,26,85.0,2019
34335,1,1,84,0,17,19.0,2014
34358,0,1,47,0,16,24.283,2018
34360,0,1,38,0,28,26.0,2021
34366,0,2,22,0,48,26.0,2020
34376,0,2,20,0,19,46.5,2020
34383,1,0,0,0,28,51.573,2021
34393,1,1,103,0,23,20.0,2014
34419,0,1,31,75095,5,39.0,2017
34440,1,0,0,0,47,82.7,2022
34467,1,0,0,0,15,29.998,2017
34498,0,1,97,0,7,27.0,2017
34502,0,2,25,0,9,28.2,2022
34507,1,1,220,0,43,35.0,2017
34542,0,1,32,0,32,29.49,2022
34543,0,2,17,34995,3,26.22,2019
34553,1,1,210,0,7,65.0,2016
34555,1,1,68,0,1,11.75,2015
34561,0,2,14,0,45,75.0,2016
34565,1,1,76,0,30,15.6,2015
34572,1,1,270,0,8,82.5,2019
34581,0,2,20,0,2,50.0,2021
34588,0,2,29,0,48,20.998,2017
34595,0,2,14,0,21,44.0,2015
34597,0,2,22,0,43,43.912,2020
34599,1,0,0,0,37,44.45,2021
34610,1,1,330,0,39,105.0,2020
34677,0,2,14,0,10,46.745,2017
34685,0,2,28,0,17,25.0,2019
34686,0,2,29,0,16,20.998,2017
34695,1,0,0,0,27,38.5,2021
34699,0,1,53,0,15,21.998,2018
34702,0,1,32,0,16,36.6,2021
34740,0,2,29,0,36,20.998,2017
34745,1,1,62,0,43,16.0,2014
34749,0,2,16,52650,23,37.0,2018
34753,0,1,72,0,23,16.0,2014
34757,0,1,53,0,16,18.374,2016
34759,1,0,0,0,38,20.6,2022
34777,1,1,239,38500,14,22.3,2019
34782,1,0,0,0,38,38.5,2021
34784,0,2,6,0,39,13.3,2013
34809,1,0,0,0,45,103.4,2022
34839,0,2,22,0,33,25.0,2018
34877,0,2,24,0,34,27.2,2022
34899,1,0,0,0,9,27.4,2022
34904,0,2,6,0,10,16.5,2014
34926,0,1,32,39995,44,38.0,2019
34930,0,2,14,0,15,38.0,2016
34936,0,2,16,0,26,39.0,2018
34973,0,1,38,0,27,26.0,2021
34978,0,2,18,0,5,87.3,2021
34988,0,2,19,0,6,19.0,2016
34997,1,1,87,0,27,8.9,2014
35016,0,2,13,0,33,18.9,2014
35019,0,1,97,0,49,25.004,2018
35030,1,1,81,0,25,18.0,2015
35045,0,2,25,0,1,28.2,2022
35046,0,2,18,0,20,39.0,2021
35056,1,0,0,0,42,40.0,2020
35068,1,1,100,0,18,13.816,2017
35102,0,2,6,0,20,13.3,2013
35119,0,2,21,0,2,40.0,2021
35136,0,2,26,0,38,21.258,2019
35143,0,2,17,52900,4,37.0,2018
35178,0,2,25,0,44,40.0,2020
35197,1,1,204,0,11,59.979,2019
35198,0,2,17,0,1,38.0,2019
35214,0,2,14,0,38,36.98,2017
35234,0,1,38,0,10,26.0,2021
35240,1,1,73,0,15,15.0,2011
35253,0,2,17,0,36,117.4,2019
35266,0,1,38,0,24,26.0,2021
35273,1,1,218,0,37,65.9,2021
35282,1,1,330,0,6,105.0,2020
35322,0,1,35,0,6,7.0,2011
35334,1,1,62,0,33,11.9,2012
35338,1,0,0,0,45,40.0,2020
35339,0,1,53,0,31,21.998,2018
35351,1,1,111,33950,49,16.251,2018
35409,1,1,289,0,4,102.0,2020
35427,1,1,125,0,17,22.2,2019
35446,0,2,14,0,41,44.0,2015
35452,1,1,100,0,39,13.816,2017
35471,0,2,22,0,30,20.9,2019
35478,1,1,68,0,42,11.75,2015
35481,1,1,208,69900,7,30.0,2014
35490,0,1,35,0,18,7.0,2011
35501,1,1,210,0,38,60.0,2017
35513,1,1,84,0,30,25.0,2015
35530,1,1,111,33950,28,16.251,2018
35566,1,1,81,0,4,16.0,2014
35577,0,1,33,0,13,30.2,2017
35620,0,1,38,0,15,18.5,2015
35630,1,1,58,0,35,24.0,2019
35647,0,2,18,0,6,39.0,2021
35671,1,0,0,0,22,68.0,2022
35676,0,2,9,0,41,32.4,2018
35680,0,2,19,0,3,17.0,2014
35696,1,1,259,0,15,31.5,2020
35702,1,0,0,0,44,60.2,2022
35725,1,0,0,0,1,32.3,2022
35731,1,1,87,0,24,7.0,2013
35733,0,2,14,0,14,45.7,2017
35736,0,2,21,0,48,42.0,2019
35751,0,2,14,90700,45,47.9,2018
35757,0,2,14,0,33,38.0,2016
35780,1,0,0,0,4,32.3,2022
35793,0,1,42,0,27,54.0,2021
35811,0,1,33,0,25,30.0,2018
35814,1,1,289,0,30,85.0,2019
35824,0,1,32,0,28,29.49,2022
35846,1,1,114,0,40,25.004,2018
35860,0,1,72,0,35,16.0,2014
35863,1,1,170,0,22,23.25,2020
35891,0,1,40,0,44,32.3,2016
35924,1,1,258,0,5,27.0,2020
35925,0,2,12,36900,43,23.0,2019
35930,1,1,58,0,18,16.999,2018
35933,1,1,81,0,36,18.0,2015
35940,0,2,13,0,19,42.0,2018
35951,1,1,170,0,5,23.25,2020
35956,1,0,0,0,44,40.0,2020
35976,1,1,125,0,6,22.2,2019
35977,1,0,0,0,45,65.9,2022
35985,1,1,111,33950,1,16.251,2018
35993,0,2,17,52900,22,37.0,2018
36008,1,1,234,0,48,52.9,2019
36011,0,2,29,0,45,20.998,2017
36044,1,1,239,38500,48,22.3,2019
36047,1,1,265,59900,16,33.8,2012
36053,0,2,19,0,28,17.0,2015
36067,1,1,87,0,45,10.042,2015
36078,1,1,87,0,32,16.7,2015
36115,0,2,19,64950,36,46.0,2018
36138,1,0,0,0,34,35.9,2022
36201,0,2,13,0,18,30.152,2016
36203,0,2,26,0,20,25.0,2019
36211,0,2,14,0,31,45.0,2016
36217,1,1,337,0,35,105.0,2020
36253,0,2,17,0,6,41.5,2022
36272,1,1,210,0,28,60.0,2017
36284,0,2,19,0,24,20.0,2016
36291,0,1,72,0,38,19.0,2016
36305,1,1,220,98950,43,124.9,2008
36314,0,2,26,0,17,24.0,2020
36320,0,2,17,0,22,43.0,2021
36326,1,0,0,0,45,32.3,2022
36342,0,2,25,0,35,28.2,2022
36345,1,1,308,0,2,50.0,2020
36366,1,0,0,0,6,136.8,2022
36384,0,2,17,0,34,38.0,2019
36394,1,1,249,0,16,69.0,2018
36397,0,2,28,0,45,25.0,2019
36441,0,2,21,0,38,18.058,2017
36452,1,1,330,0,15,105.0,2020
36455,0,2,29,0,1,20.004,2018
36496,1,1,239,38500,4,22.3,2019
36499,0,2,21,0,10,19.0,2018
36520,1,1,107,0,25,19.0,2017
36528,0,2,16,0,22,18.86,2016
36547,1,1,75,0,4,18.0,2013
36569,1,1,82,0,5,12.0,2014
36583,1,1,87,0,5,8.9,2014
36604,0,1,126,0,32,42.0,2020
36616,1,0,0,0,13,136.8,2022
36653,0,2,26,0,26,24.69,2022
36656,0,2,14,0,4,38.0,2016
36662,0,2,25,0,4,30.0,2018
36671,1,1,81,0,30,18.0,2015
36679,0,2,14,54950,33,42.9,2018
36680,0,2,14,0,43,44.0,2015
36685,1,1,234,0,39,69.2,2020
36687,0,2,14,0,27,36.98,2017
36695,0,2,12,36900,12,23.0,2019
36698,0,2,22,0,36,25.0,2018
36710,1,1,258,0,20,24.0,2019
36711,0,2,10,0,1,35.0,2016
36738,0,2,17,0,17,38.0,2019
36753,1,1,218,0,1,78.4,2020
36761,1,1,210,0,13,60.0,2017
36768,1,1,81,0,1,19.0,2016
36784,0,2,17,34995,1,26.22,2019
36809,1,1,234,0,18,52.9,2019
36838,1,0,0,0,49,40.0,2020
36840,0,2,13,0,27,68.0,2019
36841,1,1,82,0,18,12.0,2014
36848,0,2,19,0,18,18.5,2015
36849,1,1,76,0,16,19.0,2016
36853,1,1,82,0,34,13.9,2016
36876,0,2,13,0,48,18.9,2014
36890,1,1,233,0,32,58.6,2021
36899,1,0,0,0,40,67.07,2021
36900,1,1,62,0,47,11.9,2012
36911,0,2,15,55700,10,41.0,2019
36919,1,1,233,0,29,58.6,2021
36929,0,2,28,0,1,36.1,2022
36973,1,1,87,0,34,7.0,2013
36980,1,1,204,0,17,59.979,2019
37010,0,2,22,0,26,45.6,2022
37014,0,1,53,0,11,26.0,2019
37046,0,2,20,0,18,50.0,2021
37051,0,2,29,0,31,25.0,2022
37103,0,2,16,52650,31,37.0,2018
37122,0,2,24,0,28,27.2,2022
37127,1,0,0,0,46,44.45,2021
37150,1,1,114,0,38,25.004,2018
37182,0,2,24,0,7,24.5,2021
37192,0,2,19,64950,48,46.0,2018
37208,0,2,17,0,43,38.0,2019
37217,0,2,27,0,1,16.5,2016
37223,1,0,0,0,17,40.0,2020
37241,1,1,103,0,37,18.6,2013
37264,1,1,258,0,3,27.0,2020
37269,1,1,82,0,48,13.9,2016
37286,1,1,111,33950,4,16.251,2018
37314,0,1,30,0,9,70.0,2021
37317,1,1,270,0,22,82.5,2019
37337,0,2,25,0,4,34.5,2019
37341,0,2,18,0,17,53.8,2022
37349,1,0,0,0,1,114.99,2022
37351,1,1,203,0,8,119.8,2020
37355,1,0,0,0,37,67.07,2021
37362,1,1,293,0,44,102.0,2020
37383,1,1,76,0,48,6.9,2013
37392,0,2,19,0,15,19.0,2016
37408,1,1,58,0,48,13.4,2017
37425,1,1,58,0,41,24.0,2019
37451,0,2,14,0,32,46.745,2017
37469,0,2,22,0,5,42.0,2022
37477,1,0,0,0,34,98.4,2021
37491,0,2,6,0,28,13.3,2013
37532,0,2,13,0,37,18.9,2014
37548,1,1,68,0,28,10.0,2013
37551,0,2,14,0,39,45.7,2017
37566,1,0,0,0,41,0.0,2022
37594,1,1,153,0,41,32.1,2019
37598,0,2,8,0,32,43.0,2018
37603,1,1,76,0,33,19.0,2016
37625,0,1,53,0,11,18.374,2016
37652,0,2,22,0,46,20.9,2019
37689,0,1,33,0,46,30.2,2017
37713,1,0,0,0,28,38.5,2021
37767,0,1,30,0,7,70.0,2021
37822,1,1,265,59900,35,33.8,2012
37827,0,2,14,44100,10,28.0,2017
37835,1,1,249,0,25,69.0,2018
37851,1,0,0,0,28,33.5,2022
37861,1,1,87,0,42,10.042,2015
37904,1,1,220,98950,46,124.9,2008
37931,0,2,16,0,12,80.0,2018
37932,1,1,210,0,44,60.0,2017
37956,1,1,110,0,38,20.0,2021
37967,1,1,84,0,9,25.0,2015
38005,1,1,68,0,8,10.0,2013
38025,0,2,26,0,48,24.69,2022
38042,1,1,208,69900,19,30.0,2014
38044,1,1,218,0,4,78.4,2020
38059,1,0,0,0,9,33.5,2022
38082,1,0,0,0,10,24.69,2021
38086,0,2,13,0,34,68.0,2019
38103,1,1,124,0,39,23.1,2018
38123,1,1,222,0,17,51.573,2021
38131,0,2,19,0,30,19.0,2016
38135,0,1,32,0,16,29.49,2022
38169,1,0,0,0,17,136.8,2022
38235,0,2,14,45600,49,34.0,2018
38252,0,1,38,0,32,26.0,2021
38256,1,0,0,0,36,40.9,2022
38258,0,2,19,0,11,14.5,2013
38269,0,1,97,0,31,25.004,2018
38277,0,2,19,0,12,18.5,2015
38279,0,2,21,0,41,18.058,2017
38289,1,1,58,0,6,5.499,2014
38299,1,1,83,0,22,20.0,2015
38302,0,1,38,0,40,26.0,2021
38303,1,1,87,0,40,13.0,2014
38308,0,2,18,0,31,28.4,2021
38316,0,1,36,0,26,32.3,2016
38334,1,1,74,0,10,2.8,1999
38352,1,1,93,32250,31,15.2,2017
38370,1,0,0,0,2,67.07,2021
38390,1,0,0,0,26,67.07,2021
38410,1,1,308,0,42,50.0,2020
38432,1,1,76,0,38,6.9,2013
38436,0,2,17,0,30,43.0,2021
38437,0,2,12,36800,45,22.0,2018
38446,0,2,26,0,17,25.0,2019
38459,1,0,0,0,36,65.9,2022
38464,0,2,28,0,46,25.0,2019
38471,0,2,29,0,34,20.998,2017
38479,1,0,0,0,4,20.6,2022
38495,0,1,126,0,43,42.0,2020
38506,0,2,26,0,40,21.258,2019
38510,0,2,6,0,44,13.3,2013
38511,1,0,0,0,45,69.9,2022
38528,1,1,100,32995,28,16.0,2011
38538,1,1,58,0,42,5.499,2014
38544,0,1,33,0,25,30.2,2017
38554,0,2,14,0,19,46.745,2017
38565,1,1,330,0,49,105.0,2020
38588,0,2,19,0,32,14.5,2013
38602,1,0,0,0,3,27.4,2022
38616,1,1,151,0,7,21.0,2018
38636,1,0,0,0,45,35.9,2022
38641,0,1,38,0,3,33.9,2013
38656,1,0,0,0,44,23.0,2019
38666,0,2,14,0,34,45.0,2016
38680,0,2,14,0,36,45.7,2017
38741,0,2,21,0,28,40.0,2021
38761,1,1,203,0,3,98.4,2021
38772,0,2,20,0,45,46.5,2020
38781,1,0,0,0,35,136.8,2022
38794,1,1,68,0,38,11.75,2015
38801,0,2,14,0,49,67.0,2014
38802,0,1,126,0,5,32.1,2019
38819,1,0,0,0,14,44.45,2021
38822,1,1,192,0,35,119.8,2020
38831,1,1,239,0,30,25.0,2019
38852,1,1,330,0,32,105.0,2020
38856,0,2,29,35390,30,22.0,2019
38892,1,1,62,0,18,16.0,2014
38897,1,1,58,0,41,16.999,2018
38911,0,2,14,0,21,73.9,2015
38917,0,2,16,0,41,189.0,2022
39010,1,1,200,0,29,70.0,2016
39011,0,2,21,0,44,40.0,2021
39014,0,2,17,34995,23,26.22,2019
39016,1,1,87,0,33,16.7,2015
39044,1,0,0,0,18,68.0,2022
39050,0,2,16,0,20,18.86,2016
39074,1,1,68,0,36,11.75,2015
39079,0,2,27,0,32,24.0,2017
39084,1,1,62,0,8,16.0,2014
39096,1,1,82,0,25,12.0,2014
39110,0,2,14,0,44,45.0,2016
39128,0,1,42,0,33,54.0,2021
39134,0,2,26,0,41,21.258,2019
39135,0,2,14,0,1,38.0,2016
39164,1,0,0,0,43,96.0,2022
39170,0,1,33,0,43,30.2,2017
39176,0,2,6,0,34,16.5,2014
39184,1,0,0,0,24,31.67,2021
39191,1,1,192,0,32,98.4,2021
39204,0,2,14,0,40,44.0,2015
39211,0,2,28,0,25,36.1,2022
39219,0,2,26,0,46,24.69,2021
39229,1,1,82,0,32,12.0,2014
39245,1,1,208,69900,14,30.0,2014
39252,0,1,32,0,35,36.6,2021
39255,1,1,100,0,2,13.816,2017
39256,1,1,103,0,11,18.6,2013
39276,1,1,87,0,8,10.042,2015
39300,0,2,10,0,22,27.3,2017
39333,0,2,27,0,24,24.0,2017
39342,0,2,29,0,37,20.004,2018
39358,0,2,19,0,18,19.0,2016
39361,1,1,84,0,40,12.0,2017
39368,1,0,0,0,1,136.8,2022
39373,1,1,203,0,11,98.4,2021
39376,1,1,87,0,20,10.042,2015
39378,1,1,239,0,31,25.0,2019
39384,0,2,16,0,44,25.0,2017
39425,1,1,87,0,10,16.7,2015
39429,0,1,72,0,30,19.0,2016
39441,1,0,0,0,24,96.0,2022
39458,1,1,192,0,11,119.8,2020
39486,1,1,62,0,6,11.9,2012
39503,0,2,12,0,18,55.0,2017
39539,0,2,24,0,9,27.2,2022
39543,0,2,22,0,48,45.6,2022
39574,0,2,14,0,45,58.0,2018
39587,0,2,26,28500,3,22.0,2019
39595,0,2,21,0,44,51.57,2021
39635,1,1,215,0,39,40.0,2020
39644,0,2,14,184400,18,80.0,2018
39645,1,1,337,0,20,105.0,2020
39661,1,1,125,0,27,20.031,2018
39683,1,0,0,0,33,51.573,2021
39738,1,1,68,0,1,15.5,2016
39759,1,0,0,0,49,24.69,2022
39761,0,2,14,44100,18,28.0,2017
39812,0,2,26,0,32,33.0,2020
39817,1,0,0,0,3,65.9,2021
39824,0,2,27,0,18,24.0,2017
39833,0,1,126,0,3,32.1,2019
39839,1,1,103,0,24,17.6,2012
39860,1,1,87,0,34,8.9,2014
39870,1,1,218,0,45,78.4,2020
39887,0,2,19,0,4,18.5,2015
39893,0,2,23,0,33,45.6,2022
39896,1,0,0,0,27,51.573,2021
39899,1,0,0,0,22,40.0,2020
39908,1,1,87,0,12,7.0,2013
39910,0,2,19,0,26,39.0,2021
39939,1,0,0,0,26,102.4,2022
39956,0,1,53,0,25,18.374,2016
39968,1,1,68,0,2,10.0,2013
39982,0,2,17,0,27,43.0,2021
39986,0,2,14,81100,46,72.9,2020
40016,0,2,18,0,22,28.4,2021
40040,0,2,25,0,23,40.0,2020
40056,0,2,14,45600,32,34.0,2018
40068,1,1,76,0,47,6.9,2013
40079,1,1,87,0,20,8.9,2014
40112,1,1,103,0,40,18.6,2013
40124,0,2,26,0,22,21.258,2019
40127,1,0,0,0,17,31.8,2021
40150,1,1,239,0,2,25.0,2019
40166,1,1,258,0,11,27.0,2020
40177,0,2,17,0,5,45.0,2019
40182,0,1,40,0,1,32.3,2016
40187,0,2,18,0,35,39.0,2021
40201,0,1,53,0,14,20.004,2017
40224,1,0,0,0,16,36.5,2021
40228,1,0,0,0,19,24.69,2022
40240,1,0,0,0,1,24.69,2022
40257,1,1,68,0,43,15.5,2016
40303,1,0,0,0,46,58.75,2022
40306,1,1,111,33950,17,16.251,2018
40335,0,2,22,0,12,25.0,2018
40365,0,1,40,0,41,32.3,2016
40367,1,0,0,0,18,24.69,2021
40385,0,2,21,0,36,41.0,2018
40407,0,2,22,0,6,26.0,2020
40413,1,1,308,0,17,50.0,2020
40438,1,1,125,0,2,22.2,2019
40447,0,2,26,0,49,24.0,2020
40452,0,2,16,52650,18,37.0,2018
40476,1,1,82,0,26,9.035,2015
40482,1,1,293,0,47,102.0,2020
40511,0,1,32,0,27,29.49,2022
40555,1,2,29,0,18,21.53,2019
40579,0,2,13,0,6,42.0,2018
40581,0,2,26,0,16,21.258,2019
40606,0,1,33,102000,1,40.0,2012
40628,0,2,14,0,8,45.0,2016
40653,0,1,42,0,32,55.9,2022
40672,0,1,33,0,38,30.2,2017
40702,1,1,87,0,39,10.042,2015
40722,0,1,33,0,31,30.2,2017
40741,0,2,17,34995,19,26.22,2019
40787,0,1,47,0,23,30.8,2020
40792,1,1,110,0,33,20.0,2021
40807,0,1,72,0,30,16.0,2014
40808,1,1,82,0,19,9.035,2015
40814,1,1,265,59900,39,33.8,2012
40839,0,2,26,0,49,21.3,2018
40865,1,1,84,0,4,19.0,2014
40867,0,2,19,0,24,20.0,2013
40876,0,2,22,0,9,20.9,2019
40877,0,2,25,0,16,40.0,2020
40887,0,2,16,0,29,39.0,2018
40899,1,1,84,0,19,12.0,2017
40912,0,2,14,0,35,38.0,2016
40930,0,2,19,0,19,18.5,2015
40932,0,2,19,0,6,18.5,2015
40949,0,2,25,0,8,34.5,2019
40953,0,1,48,0,39,33.4,2021
40955,0,2,17,0,1,40.9,2020
40957,0,2,21,0,12,58.0,2020
40963,0,2,20,0,47,21.0,2017
40966,0,2,8,0,30,29.0,2018
40976,0,1,42,0,3,55.9,2022
41017,0,1,42,0,29,54.0,2021
41020,0,1,37,0,31,21.9,2014
41021,1,1,192,0,41,98.4,2021
41039,0,2,14,44100,21,28.0,2017
41052,1,1,337,0,6,105.0,2020
41053,1,1,87,0,22,36.0,2017
41089,0,2,16,0,6,80.0,2018
41100,1,1,192,0,46,119.8,2020
41105,1,1,192,0,34,119.8,2020
41108,1,0,0,0,47,96.0,2022
41190,0,2,28,0,17,23.64,2020
41191,0,2,29,0,11,31.8,2021
41195,0,2,26,0,8,24.69,2022
41257,1,1,87,0,48,42.0,2016
41276,0,2,21,0,30,58.0,2020
41281,0,2,14,54950,4,42.9,2018
41341,0,2,24,0,16,27.2,2022
41383,1,1,83,0,25,20.0,2015
41469,0,2,17,34995,44,26.22,2019
41473,1,0,0,0,2,142.0,2021
41482,1,0,0,0,32,48.9,2021
41496,1,0,0,0,8,60.2,2022
41508,0,2,21,0,26,51.57,2021
41522,1,1,82,0,8,12.0,2014
41524,0,2,26,0,16,25.0,2019
41536,0,2,29,0,18,31.8,2021
41574,0,2,26,0,19,21.258,2019
41592,0,1,126,0,24,32.1,2019
41600,0,1,33,0,23,30.2,2017
41607,1,1,76,0,29,15.6,2015
41629,1,1,153,0,40,32.1,2019
41640,1,1,103,0,21,18.6,2013
41653,0,2,8,0,21,29.0,2018
41654,1,1,83,0,4,13.115,2016
41663,0,2,20,0,47,46.5,2020
41665,0,2,25,0,33,34.5,2019
41667,0,2,16,0,14,39.0,2018
41668,1,1,239,0,7,25.0,2019
41671,0,2,21,0,7,40.0,2021
41688,1,1,75,0,0,18.0,2013
41697,1,1,73,0,27,17.0,2012
41704,1,1,220,0,4,35.0,2017
41772,0,2,10,0,47,27.3,2017
41782,1,1,62,0,1,11.9,2012
41794,0,2,17,34995,34,26.22,2019
41796,1,0,0,0,29,36.5,2021
41833,0,2,17,0,44,45.0,2019
41838,0,1,72,0,14,18.0,2015
41842,1,1,82,0,39,12.0,2014
41847,1,1,87,0,24,13.0,2014
41859,0,2,21,0,26,42.0,2019
41864,0,2,19,0,41,39.0,2021
41877,0,2,16,0,47,39.0,2018
41891,0,2,19,0,10,18.5,2015
41892,0,2,16,0,32,39.0,2018
41916,1,1,87,0,28,42.0,2016
41921,1,0,0,0,45,102.4,2022
41931,1,1,87,0,28,13.0,2014
41955,0,2,22,0,41,45.6,2022
41956,0,2,14,0,40,38.0,2016
41965,0,2,12,36800,44,22.0,2018
41970,1,1,238,0,33,22.857,2018
41971,0,1,126,0,27,44.45,2021
41989,0,2,14,0,1,67.0,2014
41990,1,1,76,0,40,9.079,2014
42014,0,2,17,52900,47,37.0,2018
42018,0,1,32,39995,22,38.0,2019
42032,1,0,0,0,34,68.0,2022
42041,1,1,289,0,21,102.0,2020
42057,1,0,0,0,25,35.9,2022
42063,0,2,12,36900,47,23.0,2019
42071,0,1,38,0,5,26.0,2021
42076,0,2,19,0,44,14.5,2013
42080,0,1,153,0,23,44.45,2021
42123,0,2,14,0,6,46.745,2017
42126,1,1,100,0,35,13.816,2017
42130,1,1,87,0,4,10.042,2015
42143,1,1,289,0,11,102.0,2020
42145,0,2,16,0,18,25.0,2017
42146,0,2,22,0,39,20.9,2019
42177,1,1,87,0,18,7.0,2013
42180,0,2,17,0,21,43.0,2021
42183,0,2,24,0,31,44.0,2021
42201,0,2,15,0,23,57.0,2015
42235,1,1,258,0,44,27.0,2020
42242,1,1,87,0,24,10.042,2015
42254,1,1,203,0,43,119.8,2020
42298,0,2,19,0,41,18.5,2015
42302,1,1,337,0,11,105.0,2020
42307,1,1,265,59900,44,33.8,2012
42325,1,1,218,0,26,65.9,2021
42350,0,1,53,0,41,26.0,2019
42370,1,0,0,0,40,40.0,2020
42382,0,2,17,0,8,40.9,2020
42398,1,1,149,0,29,40.0,2020
42404,0,1,47,0,3,24.283,2018
42411,1,1,265,59900,30,33.8,2012
42448,0,2,19,0,39,17.0,2014
42476,1,0,0,0,21,24.69,2021
42483,0,1,72,0,44,19.0,2016
42500,0,2,26,0,42,24.69,2022
42531,0,2,16,52650,25,37.0,2018
42537,1,1,149,0,10,40.0,2020
42566,0,2,21,0,40,40.0,2021
42569,1,0,0,0,10,32.3,2022
42573,0,2,25,0,41,40.0,2020
42575,0,2,29,0,38,23.25,2020
42587,1,0,0,0,17,38.5,2021
42588,1,1,76,0,32,6.9,2013
42612,1,1,87,0,5,42.0,2016
42613,1,1,58,0,37,5.499,2014
42622,1,1,84,0,7,27.0,2016
42625,0,1,47,0,11,24.283,2018
42633,1,0,0,0,2,98.4,2021
42654,1,1,87,0,49,8.9,2014
42664,1,1,239,38500,25,22.3,2019
42723,1,1,87,0,40,16.7,2015
42732,1,0,0,0,27,60.2,2022
42758,0,1,30,0,11,63.4,2022
42783,1,1,234,0,19,52.9,2019
42805,0,2,26,0,42,24.0,2020
42833,1,1,245,109000,10,46.0,2011
42838,1,1,103,0,4,17.6,2012
42839,0,2,14,0,11,73.9,2015
42851,0,2,17,0,17,43.0,2021
42902,0,2,22,0,15,43.912,2020
42926,0,2,10,0,18,34.5,2019
42941,0,2,22,0,34,20.9,2019
42966,0,2,8,0,21,43.0,2018
42973,1,1,84,0,14,19.0,2014
42985,1,1,204,0,33,59.979,2019
43007,1,1,222,0,0,51.573,2021
43024,0,2,26,0,26,21.3,2018
43030,1,1,208,69900,20,30.0,2014
43031,1,0,0,0,1,82.7,2022
43034,0,2,9,0,46,32.4,2018
43042,0,2,29,0,46,20.004,2018
43048,1,1,82,0,22,9.035,2015
43055,0,2,19,0,13,54.0,2020
43071,1,1,93,0,25,11.4,2015
43101,1,0,0,0,43,136.8,2022
43111,1,0,0,0,18,51.573,2021
43123,0,2,14,0,38,45.7,2017
43127,0,1,32,0,49,37.413,2020
43128,0,2,21,0,1,51.0,2022
43133,1,1,76,0,14,9.079,2014
43136,0,2,13,0,44,42.0,2018
43180,1,0,0,0,49,28.1,2019
43186,0,2,15,0,16,57.0,2015
43237,0,2,26,0,5,24.69,2022
43250,0,2,19,0,43,20.0,2013
43275,1,0,0,0,35,60.2,2022
43279,0,2,21,0,46,40.0,2021
43282,0,2,21,0,13,18.058,2017
43287,0,1,38,0,0,18.5,2015
43309,1,1,265,59900,22,33.8,2012
43319,1,1,220,98950,37,124.9,2008
43334,0,1,72,0,7,18.0,2015
43342,0,2,6,0,11,16.557,2015
43347,1,1,239,0,42,33.0,2020
43354,0,1,36,0,10,32.3,2016
43363,1,1,62,0,36,11.9,2012
43364,0,1,31,0,49,37.3,2022
43366,1,1,81,0,17,19.0,2016
43377,1,1,220,98950,36,124.9,2008
43384,0,2,24,0,37,27.2,2022
43410,0,2,18,0,42,39.0,2021
43420,1,1,114,0,5,25.004,2018
43431,1,0,0,0,10,60.2,2022
43437,0,1,33,0,49,30.0,2018
43446,0,2,17,0,1,43.0,2021
43458,1,1,258,0,48,27.0,2020
43459,1,1,83,0,17,20.0,2015
43469,0,2,19,0,33,17.0,2015
43491,0,2,15,55700,28,41.0,2019
43498,0,2,6,0,39,16.5,2014
43499,0,1,31,75095,25,39.0,2018
43510,1,1,234,0,32,69.2,2020
43512,1,1,58,0,38,13.4,2017
43550,1,1,93,0,24,11.4,2015
43572,1,1,87,0,37,36.0,2017
43573,1,1,103,0,22,20.0,2014
43597,1,1,234,0,43,52.9,2019
43638,1,1,58,0,46,13.4,2017
43688,0,2,12,36900,42,23.0,2019
43696,1,1,87,0,14,8.9,2014
43702,1,1,83,0,16,13.115,2016
43715,0,2,12,36900,28,23.0,2019
43738,0,2,22,0,48,50.0,2021
43749,0,2,14,0,42,45.0,2016
43768,1,1,234,0,42,52.9,2019
43788,0,1,53,0,29,21.998,2018
43791,1,1,87,0,34,42.0,2016
43794,0,1,126,0,43,44.45,2021
43818,1,1,125,0,5,32.0,2017
43835,1,0,0,0,1,60.2,2022
43885,0,2,21,0,21,58.0,2020
43897,1,1,239,0,20,33.0,2020
43919,0,2,24,0,21,27.2,2022
43922,0,1,31,0,44,37.3,2022
43928,0,2,17,52900,35,37.0,2018
43945,0,1,32,0,23,36.6,2021
43961,1,1,215,0,12,40.0,2020
43985,0,2,14,43700,23,32.0,2016
44029,1,1,81,0,44,16.0,2014
44041,0,1,32,0,12,36.6,2021
44058,1,1,81,0,44,18.0,2015
44145,1,0,0,0,12,39.9,2021
44162,0,2,16,0,35,18.86,2016
44183,1,1,82,0,5,13.9,2016
44225,0,1,72,0,40,19.0,2016
44233,0,1,126,0,17,42.0,2020
44245,0,1,30,0,10,70.0,2021
44304,0,2,14,0,48,38.0,2016
44337,1,0,0,0,11,35.9,2022
